,author,title,year,Name,Surname
2034,Tero Kokkonen,Architecture for the Cyber Security Situational Awareness System ,2016,Tero,Kokkonen
2035,Колоскова А.,Классификация графов на основе оценки графона ,2016,А.,Колоскова
2036,Панов М.,Классификация графов на основе оценки графона ,2016,М.,Панов
2037,An Truong Nguyen,Intra-CPU Traffic Estimation and Implications on Networks-on-Chip Research ,2016,An Truong Nguyen,An Truong Nguyen
2038,Mikhail Komarov,Intra-CPU Traffic Estimation and Implications on Networks-on-Chip Research ,2016,Mikhail,Komarov
2039,Dmitri Moltchanov,Intra-CPU Traffic Estimation and Implications on Networks-on-Chip Research ,2016,Dmitri,Moltchanov
2040,An Truong Nguyen,Coverage and Network Requirements of a Flash Crowd Monitoring System Using Users' Devices ,2016,An Truong Nguyen,An Truong Nguyen
2041,Mikhail Komarov,Coverage and Network Requirements of a Flash Crowd Monitoring System Using Users' Devices ,2016,Mikhail,Komarov
2042,Dmitri Moltchanov,Coverage and Network Requirements of a Flash Crowd Monitoring System Using Users' Devices ,2016,Dmitri,Moltchanov
2043,Alexey Popov,UAV navigation on the basis of video sequences registered by onboard camera ,2016,Alexey,Popov
2044,Aleksandr Miller,UAV navigation on the basis of video sequences registered by onboard camera ,2016,Aleksandr,Miller
2045,Boris Miller,UAV navigation on the basis of video sequences registered by onboard camera ,2016,Boris,Miller
2046,Karen Stepanyan,UAV navigation on the basis of video sequences registered by onboard camera ,2016,Karen,Stepanyan
2047,Ivan Konovalenko,UAV navigation on the basis of video sequences registered by onboard camera ,2016,Ivan,Konovalenko
2048,Dmitry Sidorchuk,UAV navigation on the basis of video sequences registered by onboard camera ,2016,Dmitry,Sidorchuk
2049,Ivan Koptelov,UAV navigation on the basis of video sequences registered by onboard camera ,2016,Ivan,Koptelov
2050,Красилов А.Н.,Планирование радиоресурсов при обслуживании трафика Тактильного Интернета.  ,2016,А.Н.,Красилов
2051,Малышев А. О.,Планирование радиоресурсов при обслуживании трафика Тактильного Интернета.  ,2016,Малышев А. О.,Малышев А. О.
2052,Хоров Е.М.,Планирование радиоресурсов при обслуживании трафика Тактильного Интернета.  ,2016,Е.М.,Хоров
2053,Красилов А.Н.,Исследование передачи коротких видеопотоков MPEG-DASH в сетях Wi-Fi.  ,2016,А.Н.,Красилов
2054,Любогощев М.В.,Исследование передачи коротких видеопотоков MPEG-DASH в сетях Wi-Fi.  ,2016,М.В.,Любогощев
2055,Хоров Е.М.,Исследование передачи коротких видеопотоков MPEG-DASH в сетях Wi-Fi.  ,2016,Е.М.,Хоров
2056,Крещук А.А.,Использование критериев согласия Дарбина для приёма сигнально-кодовой конструкции с частотно-позиционной модуляцией в условиях мощных полосовых помех ,2016,А.А.,Крещук
2057,Потапов В.Г.,Использование критериев согласия Дарбина для приёма сигнально-кодовой конструкции с частотно-позиционной модуляцией в условиях мощных полосовых помех ,2016,В.Г.,Потапов
2058,Alexey Kreshchuk,On applying one-sample goodness-of-fit statistics to coded FSK decoding. ,2016,Alexey,Kreshchuk
2059,Vladimir Potapov,On applying one-sample goodness-of-fit statistics to coded FSK decoding. ,2016,Vladimir,Potapov
2060,Хоров Е.М.,Оценка производительности сетей IEEE 802.11ah при использовании окна ограниченного доступа ,2016,Е.М.,Хоров
2061,Кротов А.В.,Оценка производительности сетей IEEE 802.11ah при использовании окна ограниченного доступа ,2016,А.В.,Кротов
2062,Юсупов Р.,Оценка производительности сетей IEEE 802.11ah при использовании окна ограниченного доступа ,2016,Р.,Юсупов
2063,Кротов А.В.,Передача данных межмашинного взаимодействия в сетях Wi-Fi HaLow ,2016,А.В.,Кротов
2064,Хоров Е.М.,Передача данных межмашинного взаимодействия в сетях Wi-Fi HaLow ,2016,Е.М.,Хоров
2065,Крошнин А.,Состоятельность барицентров Фреше ,2016,А.,Крошнин
2066,A. Krouk,Synthesis of nonlinear control systems with random errors. ,2016,A.,Krouk
2067,L. Osipov,Synthesis of nonlinear control systems with random errors. ,2016,L.,Osipov
2068,E. Krouk,About One Structural Attack on McEliece Cryptosystem. ,2016,E.,Krouk
2069,A. Ovchinnikov,About One Structural Attack on McEliece Cryptosystem. ,2016,A.,Ovchinnikov
2070,Georgy Slivko-Koltchik,Evolution of pannexin/innexin gap junction protein families ,2016,Georgy,Slivko-Koltchik
2071,Victor Kuznetsov,Evolution of pannexin/innexin gap junction protein families ,2016,Victor,Kuznetsov
2072,Yuri Panchin,Evolution of pannexin/innexin gap junction protein families ,2016,Yuri,Panchin
2073,Victor Kuznetsov,"Ultradian Rhythms, Sleep and Sensory Deprivation in Clione limacina ",2016,Victor,Kuznetsov
2074,Georgy Slivko-Koltchik,"Ultradian Rhythms, Sleep and Sensory Deprivation in Clione limacina ",2016,Georgy,Slivko-Koltchik
2075,Yuri Panchin,"Ultradian Rhythms, Sleep and Sensory Deprivation in Clione limacina ",2016,Yuri,Panchin
2076,Кузнецов И.,"Дифференциальная экспрессия генов, вовлечённых в процесс адаптации трёхиглой колюшки к пресноводной среде обитания ",2016,И.,Кузнецов
2077,Тереханова Н.В.,"Дифференциальная экспрессия генов, вовлечённых в процесс адаптации трёхиглой колюшки к пресноводной среде обитания ",2016,Н.В.,Тереханова
2078,T. Tatarnikova,Evaluation and Comparison of Classical and Fractal Queuing Systems. ,2016,T.,Tatarnikova
2079,O. Kutuzov,Evaluation and Comparison of Classical and Fractal Queuing Systems. ,2016,O.,Kutuzov
2080,Ammar Muthanna,Analytical Evaluation of D2D Connectivity Potential in 5G Wireless Systems ,2016,Ammar,Muthanna
2081,Pavel Masek,Analytical Evaluation of D2D Connectivity Potential in 5G Wireless Systems ,2016,Pavel,Masek
2082,Jiri Hosek,Analytical Evaluation of D2D Connectivity Potential in 5G Wireless Systems ,2016,Jiri,Hosek
2083,Radek Fujdiak,Analytical Evaluation of D2D Connectivity Potential in 5G Wireless Systems ,2016,Radek,Fujdiak
2084,Oshdi Hussein,Analytical Evaluation of D2D Connectivity Potential in 5G Wireless Systems ,2016,Oshdi,Hussein
2085,Alexander Paramonov,Analytical Evaluation of D2D Connectivity Potential in 5G Wireless Systems ,2016,Alexander,Paramonov
2086,Andrey Koucheryavy,Analytical Evaluation of D2D Connectivity Potential in 5G Wireless Systems ,2016,Andrey,Koucheryavy
2087,Ilhom Nurilloev,Connectivity Estimation In Wireless Sensor Networks ,2016,Ilhom,Nurilloev
2088,Alexander Paramonov,Connectivity Estimation In Wireless Sensor Networks ,2016,Alexander,Paramonov
2089,Andrey Koucheryavy,Connectivity Estimation In Wireless Sensor Networks ,2016,Andrey,Koucheryavy
2090,Лаврова В.Д.,Отражение работы сердца в локальных медленных потенциалах корковых зон в цикле сон-бодрствование ,2016,В.Д.,Лаврова
2091,Vitaly Lazarev,Correlation properties comparative analysis of pseudorandom binary sequences and LTE standard ZC sequences ,2016,Vitaly,Lazarev
2092,Alexander Ryjkov,Correlation properties comparative analysis of pseudorandom binary sequences and LTE standard ZC sequences ,2016,Alexander,Ryjkov
2093,Vladimir Lavrukhin,Correlation properties comparative analysis of pseudorandom binary sequences and LTE standard ZC sequences ,2016,Vladimir,Lavrukhin
2094,Логинов В.А.,Анализ эффективности механизма доступа к среде при использовании OFDMA в сетях Wi-Fi нового поколения ,2016,В.А.,Логинов
2095,Хоров Е.М.,Анализ эффективности механизма доступа к среде при использовании OFDMA в сетях Wi-Fi нового поколения ,2016,Е.М.,Хоров
2096,Ляхов А.И.,Анализ эффективности механизма доступа к среде при использовании OFDMA в сетях Wi-Fi нового поколения ,2016,А.И.,Ляхов
2097,Alexey Stupnikov,Robustness and reproducibility in trancriptomics analysis ,2016,Alexey,Stupnikov
2098,Frank Emmert-Streib,Robustness and reproducibility in trancriptomics analysis ,2016,Frank,Emmert-Streib
2099,Darragh McArt,Robustness and reproducibility in trancriptomics analysis ,2016,Darragh,McArt
2100,Малюгина О.В.,Анализ ЭКГ человека с помощью рекуррентных нейронных сетей ,2016,О.В.,Малюгина
2101,Приходько П.В.,Анализ ЭКГ человека с помощью рекуррентных нейронных сетей ,2016,П.В.,Приходько
2102,Liubov Markovich,Spin tomographic probability theory in steering phenomena ,2016,Liubov,Markovich
2103,Vladimir Manko,Spin tomographic probability theory in steering phenomena ,2016,Vladimir,Manko
2104,Маракасова А.А.,Автоматическое разрешение анафоры в русском тексте: случай нулевого субъекта ,2016,А.А.,Маракасова
2105,Jerzy Martyna,QoS Aware Admission and Power Control for Two-tier Cognitive Femtocell Networks ,2016,Jerzy,Martyna
2106,Alexander Martynov,Activity-dependent membrane transporter downregulation can lead to homeostasis. ,2016,Alexander,Martynov
2107,Yonatan Savir,Activity-dependent membrane transporter downregulation can lead to homeostasis. ,2016,Yonatan,Savir
2108,Michael Springer,Activity-dependent membrane transporter downregulation can lead to homeostasis. ,2016,Michael,Springer
2109,Alexander Markhasin,"An Extremely Flexible, Energy, and Spectral Effective Green PHY-MAC for Profitable Ubiquitous Rural and Remote 5G/B5G IoT/M2M Communications ",2016,Alexander,Markhasin
