,author,title,year
1968,Vladimir Muliukha,Randomized priorities in queuing system with randomized push-out mechanism ,2016
1969,Mikhail Zolotukhin,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016
1970,Tero Kokkonen,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016
1971,Timo Hämäläinen,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016
1972,Jarmo Siltanen,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016
1973,Victor Zyablov,Broadcasting and Multiple Access for Next Generation Wireless Networks. ,2016
1974,Vladimir Potapov,Broadcasting and Multiple Access for Next Generation Wireless Networks. ,2016
1975,Иванов А.,Классификация коннектомов на основе локальных метрик на стохастических матрицах ,2016
1976,Петров Д.М.,Классификация коннектомов на основе локальных метрик на стохастических матрицах ,2016
1977,Alexander Ivanov,Mathematical Model of QoS-aware Streaming with Heterogeneous Channel Access in Wi-Fi Networks ,2016
1978,Evgeny Khorov,Mathematical Model of QoS-aware Streaming with Heterogeneous Channel Access in Wi-Fi Networks ,2016
1979,Andrey Lyakhov,Mathematical Model of QoS-aware Streaming with Heterogeneous Channel Access in Wi-Fi Networks ,2016
1980,Кузнецов Е.С.,Выбор параметров многоадресной передачи в сетях IEEE 802.11aa ,2016
1981,Иванов А.С.,Выбор параметров многоадресной передачи в сетях IEEE 802.11aa ,2016
1982,Ivan Ivanov,Time-Domain Equalizer with Minimax Channel Estimation. ,2016
1983,Alexander P. Lavrov,Application of Microwave Photonics Components for Ultrawideband Antenna Array Beamforming ,2016
1984,Sergey Ivanov,Application of Microwave Photonics Components for Ultrawideband Antenna Array Beamforming ,2016
1985,Igor Saenko,Application of Microwave Photonics Components for Ultrawideband Antenna Array Beamforming ,2016
1986,Иванов Ф.И.,"Исследование корректирующих свойств кодов с малой плотностью проверок, основанных на кодах с повторением и матрицах перестановок ",2016
1987,Alexey Frolov,On Iterative LDPC-Based Joint Decoding Scheme for Binary Input Gaussian Multiple Access Channel. ,2016
1988,Pavel Rybin,On Iterative LDPC-Based Joint Decoding Scheme for Binary Input Gaussian Multiple Access Channel. ,2016
1989,Fedor Ivanov,On Iterative LDPC-Based Joint Decoding Scheme for Binary Input Gaussian Multiple Access Channel. ,2016
1990,Иванова А.,Подготовка обучающей выборки для создания нейросетевых проективно-инвариантных дескрипторов ключевых точек ,2016
1991,Федоренко Ф.,Подготовка обучающей выборки для создания нейросетевых проективно-инвариантных дескрипторов ключевых точек ,2016
1992,Коноваленко И.А.,Подготовка обучающей выборки для создания нейросетевых проективно-инвариантных дескрипторов ключевых точек ,2016
1993,Иншакова E.С.,Разрешение синтаксической местоименной анафоры в системе ЭТАП-3 ,2016
1994,Anna Marakasova,Microsyntactic Annotation in the Russian SynTagRus Treebank ,2016
1995,Leonid Iomdin,Microsyntactic Annotation in the Russian SynTagRus Treebank ,2016
1996,Иосипой Л. С.,Концентрация нормы изотропного логарифмически вогнутого случайного вектора ,2016
1997,Мокина О.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016
1998,Серебрякова М.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016
1999,Цибульская Д.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016
2000,Куликовский А.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016
2001,Северинов К.В.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016
2002,Дубилей С.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016
2003,Nikolay Chervyakov,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016
2004,P. Lyakhov,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016
2005,D. Kalita,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016
2006,K. Shulzhenko,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016
2007,Choi Kanghoon,A New Centralized Link Scheduling for 6TiSCH Wireless Industrial Networks ,2016
2008,Sang-Hwa Chung,A New Centralized Link Scheduling for 6TiSCH Wireless Industrial Networks ,2016
2009,Anna Klepikova,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016
2010,Artem Kasianov,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016
2011,Maria Logacheva,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016
2012,Aleksey Penin,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016
2013,Hong-Soog Kim,Mobility Load Balancing Enhancement for Self-Organizing Networkover LTE System Sangchul Oh ,2016
